區域,屋齡,建坪,間數,車位,總價(萬),亂數排列
南屯區,25,124.69,7,有,830,0.343420923
西屯區,24,187.34,8,有,1335,0.541263663
大里區,0,115.71,4,有,648,0.620751123
豐原區,0,166.36,6,有,988,0.867331576
南屯區,2,278.32,7,有,2335,0.249867449
南屯區,0,149.37,7,有,1468,0.361394053
西屯區,13,61.46,3,無,465,0.34301043
西屯區,4,449.4,12,有,6088,0.483605243
北屯區,0,194.45,7,有,1148,0.711575194
南區,21,106.8,7,無,500,0.493735548
豐原區,0,141.75,5,有,830,0.100066304
大里區,0,126.19,5,有,683,0.013369146
南屯區,9,259.37,7,有,2340,0.086539862
南屯區,0,350.67,9,有,3980,0.461127882
大里區,22,203.22,10,無,1408,0.356570667
大甲區,25,121.18,7,有,500,0.055494322
北屯區,0,172.96,7,有,1025,0.981142696
北屯區,0,133.79,6,有,760,0.147672972
西區,34,117.07,7,無,620,0.830607831
大里區,10,103.65,7,有,745,0.25973914
北屯區,24,84.83,6,無,460,0.340746053
大里區,1,345.82,13,無,3788,0.64237117
北區,1,74.18,4,無,630,0.120826003
北屯區,7,154.9,7,有,910,0.696359767
太平區,0,176.2,6,有,1055,0.731575933
東區,41,104.32,11,無,790,0.102426805
大里區,0,151.4,7,有,765,0.610688772
北區,3,358.86,9,有,3450,0.63785442
龍井區,0,171.22,9,無,1088,0.06219148
大肚區,38,67.05,5,無,200,0.398078983
西屯區,0,198,7,有,1598,0.118908047
太平區,0,163.45,10,無,1488,0.147270711
西屯區,26,136.28,7,有,728,0.965910478
豐原區,16,265.68,11,無,1150,0.07851431
南屯區,25,73.58,6,無,375,0.724860093
太平區,28,183.08,7,無,920,0.401960016
太平區,26,130.87,7,有,530,0.191906561
南屯區,0,108,4,有,571,0.950628419
西屯區,11,175.21,7,有,1276,0.130651069
太平區,0,174.27,7,有,1035,0.710580122
烏日區,0,218.28,12,無,2900,0.944934896
西屯區,29,32.59,3,無,205,0.24991628
潭子區,26,120.28,7,無,539,0.686424563
東區,7,321.05,17,無,2838,0.890721683
霧峰區,18,125.37,9,無,2800,0.059707098
東勢區,3,255.22,9,無,1580,0.24714597
西屯區,15,182.18,8,有,1330,0.034067087
北區,37,75.99,4,無,350,0.511691164
大里區,0,212.03,10,無,1810,0.178839412
北屯區,4,141.24,6,有,810,0.977218031
大雅區,0,225.46,11,無,1880,0.591963093
太平區,30,163.29,8,有,550,0.163518267
東區,0,179.79,7,有,1500,0.595722813
西屯區,4,216.07,8,有,1926,0.081484466
南屯區,2,235.94,7,有,2528,0.758225471
西區,26,36.29,3,無,160,0.829541387
南屯區,0,108.12,4,有,568,0.318945946
西屯區,12,31.16,3,無,276,0.546228223
西屯區,0,58.9,4,無,472,0.535659643
西屯區,0,121.63,5,有,949,0.986376292
豐原區,2,226.29,8,有,1280,0.238260083
北屯區,2,89.93,3,有,580,0.092627728
豐原區,4,126.1,5,有,725,0.464192219
大甲區,0,112.7,7,無,515,0.221294305
大里區,4,238.98,7,有,1410,0.473677493
大甲區,0,212.9,10,無,880,0.971580532
清水區,1,156.29,10,無,833.9595,0.740168847
北屯區,0,223.62,7,有,1291,0.558389466
豐原區,0,101.74,4,有,590,0.765485582
后里區,0,187.48,11,無,1438,0.777362495
西區,25,35.29,3,無,155,0.348560238
南區,22,132.49,7,有,615,0.001444936
南屯區,25,193.38,10,無,1430,0.513784416
大雅區,0,238.72,11,無,1330,0.138500522
西屯區,27,74.34,4,無,470,0.759416206
新社區,25,152.43,11,無,550,0.594589855
北屯區,33,158.51,12,無,1628,0.371794858
北屯區,40,92.76,7,無,810,0.74028214
清水區,0,202.65,8,有,812,0.416918987
沙鹿區,15,221.06,12,無,1160,0.628613243
南屯區,0,201.47,8,有,1130,0.921611862
東勢區,43,89.86,7,無,350,0.387484598
北屯區,0,162.13,7,有,1500,0.212867403
西區,49,174.76,8,無,600,0.711340182
烏日區,5,249.54,7,有,1800,0.985154552
南屯區,25,120.08,7,無,660,0.897663121
北區,45,155,13,無,1050,0.660044603
太平區,19,127.67,8,無,100,0.087365027
南區,39,100.76,7,無,530,0.100151375
北屯區,0,160.41,7,有,1088,0.034039172
梧棲區,43,111.6,6,無,400,0.6730445
大肚區,0,156.56,7,有,882,0.940950184
西區,21,187.09,8,有,1328,0.653921956
南屯區,21,131.72,7,有,850,0.731101911
西屯區,6,200.63,7,有,1200,0.728617703
南屯區,13,147.96,7,有,1310,0.616685222
豐原區,26,133,7,無,555,0.846096953
南屯區,6,329.61,8,有,2100,0.857274074
大里區,0,151.28,7,有,818,0.038875641
南屯區,7,307.03,7,有,2600,0.719782101
南屯區,2,202.22,7,有,2088,0.989284956
北屯區,49,55.95,5,無,1120,0.906995315
北屯區,26,97.08,7,無,455,0.683255485
北屯區,1,222.7,8,有,1778,0.239158905
潭子區,40,100.76,10,無,750,0.097983119
大雅區,0,217.24,12,有,1350,0.336347174
西區,23,82.75,5,無,525,0.194136764
西屯區,10,81.39,4,有,680,0.835318188
南區,20,48.42,3,無,250,0.569422756
潭子區,26,128.95,7,有,630,0.759053465
豐原區,62,84.26,5,無,872,0.203828443
東區,12,223.69,9,無,1780,0.471858079
大雅區,0,166.97,12,無,1405,0.052641947
北屯區,21,190.46,6,有,880,0.402474326
北區,3,318.21,24,無,3450,0.556987263
太平區,0,242.48,12,無,2250,0.060194959
北區,1,73.06,4,無,656,0.111765655
北區,40,47.64,4,無,218,0.716499371
西屯區,26,95.29,7,無,598,0.130745682
西屯區,26,99.89,6,無,560,0.848814386
東區,3,177.21,9,無,1800,0.703992603
北屯區,0,174.16,7,有,1293,0.905370502
大雅區,21,127.91,7,有,610,0.333825485
烏日區,0,122.55,5,有,625,0.376852342
霧峰區,2,208.02,10,無,1555,0.53693644
梧棲區,2,270.2,8,無,1480,0.110600037
太平區,28,91.43,5,有,465,0.615160734
北屯區,0,167.19,7,有,873,0.307851541
南屯區,6,293.44,8,有,2600,0.815478548
太平區,25,92.51,6,有,530,0.753770159
大里區,0,107.64,4,有,768,0.253192289
南屯區,23,143.44,7,有,1100,0.390860617
烏日區,0,198.24,8,有,939,0.113922165
北區,14,105.83,5,無,1150,0.923674508
北屯區,0,218.27,7,有,1916,0.926787807
烏日區,0,184.16,7,有,853,0.102689143
西區,41,51.34,3,無,138,0.349235722
南屯區,0,188.92,7,有,1100,0.760846089
北屯區,39,117.23,11,無,1968,0.319193818
西屯區,0,268.87,6,有,4720,0.824519261
北屯區,8,248.41,11,無,2430,0.284031263
太平區,5,239.37,12,無,1670,0.875312314
西區,27,52.05,3,無,257,0.060317462
龍井區,0,152.04,8,無,606,0.718256285
烏日區,24,168.43,10,無,760,0.547490976
北屯區,0,126.21,5,有,685,0.752848445
北屯區,3,238.53,9,有,1587,0.063964265
北屯區,28,111.98,7,有,530,0.433621586
烏日區,0,152.18,7,有,802,0.890753772
南屯區,4,321.61,9,有,2620,0.346052708
北屯區,2,246.09,9,有,1550,0.45620726
北區,34,158.45,6,無,375.45,0.885878039
西屯區,2,274.63,7,有,3286,0.47694815
西屯區,27,1789.59,6,無,23157,0.551127843
梧棲區,0,177.82,10,無,930,0.141482051
東勢區,24,160.14,9,無,850,0.90619525
南區,6,174.31,7,有,1638,0.106749909
龍井區,40,82.13,3,無,400,0.293194481
北區,27,114.13,7,有,580,0.779470671
北屯區,3,284.61,9,有,1830,0.252954655
西屯區,26,108.44,7,無,530,0.661175122
北屯區,0,306.8,8,有,2915,0.149219156
清水區,27,116.93,7,有,350,0.659772736
北區,34,24.63,3,無,50,0.806011144
北區,29,119.96,6,無,450,0.965468091
潭子區,24,98.01,7,無,470,0.931109536
南屯區,0,189.12,7,有,820,0.75131707
大雅區,27,101.95,7,無,410,0.278097243
北屯區,5,145.56,7,有,810,0.295281582
西屯區,22,172.57,11,有,1400,0.31595256
太平區,30,103.14,7,無,375,0.341934141
南屯區,0,149.37,7,有,1530,0.201906418
豐原區,47,109.6,10,無,885,0.603143677
北區,56,149.86,7,無,2120,0.058816995
沙鹿區,16,135.83,7,有,650,0.04138518
西屯區,38,243.36,8,無,785.36,0.501338866
北屯區,29,109.34,7,有,570,0.525300227
豐原區,28,82.62,7,無,368,0.064967347
北區,31,35.51,3,無,172,0.816514233
大里區,0,103.1,5,有,520,0.782375207
外埔區,39,78.96,8,無,284,0.730894057
太平區,0,158.52,7,有,965,0.908199187
南區,23,202.44,14,無,1628,0.185642724
北屯區,24,178.77,7,有,860,0.671765242
北屯區,0,142.44,7,有,786,0.068153415
西屯區,28,223.61,7,有,900,0.516172739
大肚區,0,156.89,10,無,845,0.051014037
大肚區,0,138.58,7,有,800,0.24514275
南屯區,0,105.93,5,有,1045,0.598287343
大里區,1,172.1,7,有,1020,0.036351941
大里區,0,153.76,7,有,815,0.171443293
南屯區,23,327.38,15,有,2900,0.121741719
太平區,3,165.61,7,有,965,0.23249361
北屯區,22,140.4,7,有,750,0.740225931
西屯區,7,207.41,8,有,1386,0.616323006
大肚區,0,156.56,7,有,888,0.17961193
北屯區,0,152.5,7,有,1104,0.114935217
潭子區,24,195.59,11,無,1160,0.194105429
北區,25,36.68,3,無,185,0.944545755
南區,0,128.51,5,有,770,0.054034546
太平區,0,244.8,10,無,1570,0.000798343
西屯區,23,400.71,7,無,2954,0.317209636
北屯區,26,151.97,7,有,810,0.945442458
大甲區,27,68.17,4,無,268,0.331088046
大里區,14,159.37,9,無,1200,0.654748585
沙鹿區,0,148.87,8,無,1250,0.322467536
北區,26,29.76,3,無,127,0.010811337
清水區,0,158.78,7,有,657,0.231128126
清水區,0,153.21,7,有,560,0.706555377
大雅區,41,1061.66,8,無,1070.8,0.806373242
大肚區,25,104.25,7,無,345,0.962333051
北區,11,101.75,3,有,500,0.569587376
清水區,0,153.33,7,有,587,0.906127193
豐原區,48,99,7,無,588,0.184882565
北屯區,0,227.45,8,有,1577,0.26435767
北區,16,327.82,11,無,2100,0.897851389
北屯區,5,233.98,8,有,1480,0.666395561
大里區,0,143.61,7,有,755,0.211352355
北屯區,0,124.91,5,有,1047,0.707523191
大里區,27,112.99,7,有,608,0.505095923
大里區,0,79.77,3,有,510,0.712972425
南區,1,147.91,7,有,890,0.023965042
烏日區,7,181.17,8,有,935,0.455095105
西屯區,0,131.29,5,有,977,0.882077069
西屯區,11,143.88,6,有,1100,0.755572473
南屯區,0,132.93,6,有,789,0.287768031
大里區,5,144.95,7,有,630,0.797090987
南屯區,2,159.63,7,有,1580,0.736013558
外埔區,26,200.58,10,無,220,0.704365433
大里區,5,170.99,10,無,1550,0.912897037
南屯區,15,171.33,8,有,700,0.759698021
北屯區,0,151,7,有,906,0.611047141
神岡區,0,60.4,7,無,350,0.120925912
龍井區,0,173.01,10,無,920,0.374082651
南區,0,96.69,3,有,570,0.752347668
西屯區,13,212.07,8,有,1150,0.382145503
大里區,0,128.84,4,有,819,0.308303551
烏日區,0,183.04,8,有,1070,0.024984141
豐原區,0,160.32,7,有,870,0.462259439
清水區,0,104.08,5,無,470,0.342256682
北區,35,88.76,7,無,510,0.595942261
清水區,1,165.88,9,無,945,0.641569012
大里區,0,126.19,5,有,660,0.485245058
北屯區,20,82.25,5,無,510,0.285957486
南屯區,0,58.52,3,無,539,0.016047008
沙鹿區,5,401.29,14,無,2900,0.086756261
沙鹿區,2,198.24,9,無,1400,0.945643686
北屯區,2,241.36,9,有,1682,0.230286561
北區,21,147.75,7,有,785,0.042943073
大里區,40,123.2,7,無,800,0.734959583
西區,35,80.27,4,無,480,0.713719077
太平區,41,81.82,6,無,728,0.84045235
神岡區,43,228.55,11,無,1000,0.872648453
豐原區,0,160.32,7,有,850,0.560747975
龍井區,1,185.04,10,無,1174,0.397481896
大雅區,25,82.44,6,無,360,0.909578008
豐原區,27,121.44,7,有,500,0.532216564
潭子區,40,87.95,8,有,550,0.90713333
太平區,3,209.13,8,有,1400,0.34497406
西屯區,24,116.47,5,無,525,0.987277901
西屯區,0,114.53,5,有,924,0.424345786
大里區,27,93.18,5,無,330,0.047410632
北區,36,110.52,7,無,438,0.07254182
北區,42,207.71,10,無,2100,0.379432259
大里區,1,120.47,4,有,888,0.179106242
西屯區,29,91.73,6,無,535,0.231568155
北屯區,3,236.65,7,有,1355,0.068318166
潭子區,0,116.88,7,有,643,0.581608441
東勢區,24,192.22,11,無,340,0.034846894
南屯區,0,80.49,5,有,920,0.499251014
太平區,3,175.26,7,有,1260,0.521611891
豐原區,0,157.34,6,有,999.8,0.453942032
太平區,0,289.21,12,無,2358,0.197856913
北屯區,27,104.47,7,無,520,0.516535675
清水區,0,114.02,5,有,388,0.859000566
沙鹿區,14,258.06,12,有,1230,0.533058852
西屯區,33,297.7,13,無,2500,0.664221331
西屯區,10,273.15,7,有,2050,0.250561371
龍井區,9,150.76,10,無,1010,0.606748686
神岡區,24,122.68,7,無,470,0.746056086
北屯區,0,148.38,7,有,616,0.395691058
大甲區,0,82.96,7,無,448,0.38912887
沙鹿區,10,303.89,11,無,2038,0.905440117
南屯區,0,60.25,3,無,564,0.941194579
沙鹿區,41,129.72,7,無,420,0.922674781
西屯區,12,134.32,7,有,888,0.477014259
清水區,0,151.93,7,無,655,0.429043518
南區,15,136.92,7,有,888,0.042271461
西屯區,33,92.53,7,無,550,0.57891243
沙鹿區,8,136.39,7,有,600,0.629379575
南屯區,1,116.55,5,有,1188,0.872651672
南屯區,15,160.84,6,有,1410,0.215898931
梧棲區,0,180.39,12,有,1220,0.68581704
西屯區,9,328.27,9,有,2200,0.296910263
北屯區,6,157.53,7,有,1010,0.586422083
南區,22,78.46,7,有,513,0.617992243
大雅區,0,160.36,7,有,1050,0.303365971
烏日區,0,155.23,7,有,809,0.974587896
北區,24,58.3,3,無,315,0.805782857
北屯區,4,238.13,7,有,1540,0.640835751
西屯區,33,99.85,7,無,500,0.045722933
西屯區,22,42.42,3,無,228,0.707460763
南屯區,26,214.78,9,有,1330,0.567264039
北屯區,32,166.09,6,無,846,0.789432403
豐原區,7,89.09,5,無,600,0.394404901
南屯區,1,333,7,有,3255,0.486069
南屯區,0,69.46,4,無,510,0.113433706
北區,1,107.72,3,有,720,0.245478779
烏日區,0,123.72,6,有,639,0.726707272
南屯區,0,69.46,4,無,498,0.860746449
北屯區,7,467.76,10,有,3430,0.626496855
大里區,0,141.7,7,有,660,0.721248803
大里區,0,109.83,4,有,718,0.710815011
西屯區,25,136.31,7,無,702,0.226234208
西屯區,6,134.96,6,有,950,0.139043944
西屯區,0,144.02,7,有,1430,0.006146496
北屯區,1,171.74,11,無,1600,0.475523173
清水區,0,127.31,5,有,460,0.189652477
烏日區,26,102.8,5,有,409,0.084122614
東區,5,171.16,7,有,950,0.597175677
北區,1,296.95,9,有,2180,0.55377485
太平區,21,23.9,3,無,87,0.103026603
大肚區,0,178.77,8,無,860,0.955250382
西區,13,434.26,37,無,4060,0.105930114
烏日區,0,120,5,有,577,0.649957949
南屯區,26,181.5,8,有,980,0.251306139
北屯區,0,126.61,5,有,816,0.167458181
北屯區,24,48.35,3,無,210,0.64501866
霧峰區,0,53.41,3,無,313,0.375820654
北屯區,13,249.56,8,有,1783,0.306143242
大里區,0,91,5,有,480,0.971602147
西屯區,0,94.31,4,有,640,0.503768877
北屯區,6,265.07,7,有,2150,0.087211023
西區,25,24.93,3,無,102,0.164307976
西屯區,2,110.38,4,有,870,0.340752423
南屯區,28,67.03,3,有,398,0.910190636
南區,25,25.75,3,無,128,0.096199999
豐原區,6,178.56,10,無,1300,0.677716112
南屯區,4,361.84,9,有,3760,0.142027858
西區,49,159.09,9,無,1520,0.759983202
清水區,0,173.4,10,無,780,0.58642267
西區,2,198.02,7,有,1620,0.690332246
龍井區,29,206.91,9,有,850,0.457158963
沙鹿區,0,106.45,5,有,624,0.977027395
北屯區,0,180.99,7,有,1376,0.612337688
南區,14,68.25,4,無,430,0.553530667
南屯區,48,43.07,5,無,70,0.951847475
大里區,0,108.44,4,有,705,0.901331871
北區,27,80.32,6,無,485,0.203617962
西區,26,85.65,5,無,346,0.827702425
清水區,0,201.25,8,有,845,0.754203781
太平區,25,181.78,11,無,680,0.005235355
南屯區,22,143.38,6,有,1145,0.772188658
烏日區,43,130.8,6,無,762,0.444211351
大甲區,0,71.7,6,無,350,0.641982032
西屯區,29,141.18,7,無,750,0.312656522
西屯區,13,185.46,6,有,950,0.553937078
北屯區,24,166.15,4,無,1100,0.418538559
大里區,43,95.69,10,無,620,0.960918533
龍井區,0,191.36,12,無,995,0.619020152
東區,0,222.2,35,無,1720,0.347472068
大里區,15,80.24,7,無,513,0.174754094
大肚區,28,197.22,9,無,680,0.020483641
東勢區,25,177.3,9,無,460,0.588926621
龍井區,39,110.58,10,無,760,0.438831025
北屯區,0,228.1,8,有,1515,0.679781451
神岡區,0,195.92,11,無,1336,0.72586743
烏日區,10,739.47,13,無,5000,0.386881154
北屯區,15,226.09,9,無,1400,0.004293514
北屯區,0,152.81,7,有,1091,0.594109138
南屯區,0,69.58,4,無,527,0.559385003
西屯區,2,274.63,7,有,3550,0.313418579
北屯區,0,164.5,7,有,1090,0.297235661
北屯區,0,165.99,7,有,1061,0.524402427
北屯區,1,245.26,15,無,2550,0.711560384
大里區,0,121.69,5,有,660,0.014237864
南屯區,0,136.26,6,有,800,0.686733238
大里區,42,96.2,11,無,700,0.915417787
西屯區,13,31.36,3,無,294,0.604020189
北屯區,0,279.67,8,有,2679,0.827562965
龍井區,25,113.18,5,無,360,0.478265487
西屯區,11,380.48,9,有,2670,0.716095235
豐原區,0,182.89,12,無,1260,0.923205068
大肚區,0,123.63,5,有,670,0.549854661
北屯區,1,190.65,7,有,1520,0.158640318
北屯區,3,233.9,7,有,1470,0.946028869
豐原區,27,110.03,7,有,600,0.589169003
北屯區,0,156.26,7,有,906,0.091531056
西屯區,26,98.08,7,無,688,0.436497839
北屯區,19,330.42,13,有,2220,0.314063736
北屯區,0,194.14,7,有,1410,0.908987269
梧棲區,0,181.24,11,無,762,0.902569298
北屯區,28,141.87,9,無,3000,0.378073541
潭子區,14,100.52,4,有,570,0.710175471
梧棲區,0,178.24,8,無,925,0.936873615
潭子區,0,120.36,4,有,1173,0.411369604
北區,6,276.71,8,有,2030,0.663540123
西屯區,2,162.56,6,有,1236,0.471544267
南屯區,5,147.86,7,有,958,0.585502068
霧峰區,27,79.56,7,無,215,0.876736096
南屯區,0,132.33,6,有,808,0.728904127
北屯區,26,129.65,7,有,485,0.289274506
北屯區,0,108.68,5,有,642,0.699939026
清水區,0,76.67,5,無,345,0.215102478
西區,5,239.69,8,有,1868,0.956886937
清水區,0,162.66,7,有,590,0.760301646
南屯區,0,80.49,5,有,868,0.87974886
北屯區,5,160.19,7,有,1098,0.828001819
太平區,28,121.48,7,無,515,0.915984381
大里區,45,117.29,7,無,500,0.231437243
梧棲區,0,262.4,11,無,1750,0.843013695
南屯區,1,229.7,7,有,2031,0.758711606
梧棲區,1,269.23,11,無,1680,0.309177808
清水區,0,201.25,8,有,840,0.755763432
沙鹿區,0,218.97,12,無,953,0.788132771
北屯區,0,151.46,7,有,963,0.626642798
清水區,0,152.57,8,無,760,0.823203515
北屯區,0,166.46,7,有,998,0.189116569
北屯區,35,183.27,11,無,2100,0.296723686
東區,0,162.39,6,有,953,0.83857019
太平區,0,167.74,7,有,1028,0.363519156
清水區,0,157.65,7,有,629,0.080421476
大里區,2,120.69,4,有,680,0.892156266
西屯區,3,147.54,7,有,1250,0.993983857
北區,30,130.76,7,無,580,0.748419243
梧棲區,2,186.23,10,無,918,0.253504798
豐原區,0,150.47,7,有,998,0.413774612
南區,27,121.31,7,無,470,0.641567942
豐原區,0,130.54,7,有,671,0.870094603
西屯區,12,980.86,14,有,8000,0.845028671
南屯區,0,350.67,9,有,3980,0.606494201
西屯區,24,138.23,7,無,606,0.179039603
南區,53,60.41,5,無,750,0.700604984
豐原區,35,43.09,7,無,120,0.986727653
太平區,46,48.52,6,無,359.216,0.364724506
西屯區,22,173.64,9,有,1100,0.012916538
大里區,46,112.37,12,無,1520,0.334758827
西屯區,0,120.88,5,有,920,0.342622106
大里區,0,163.91,7,有,964,0.136639958
太平區,28,145.74,6,有,670,0.317230072
北屯區,0,152.5,7,有,1064,0.979418002
西屯區,23,177.23,7,有,1120,0.670326137
北屯區,10,170.55,7,有,1380,0.780751794
南區,9,171.62,7,有,1150,0.615067654
北屯區,5,298.94,8,有,2580,0.900069078
龍井區,0,144.1,7,有,520,0.392511776
大肚區,8,177.85,11,無,1240,0.010959751
太平區,0,217.55,17,無,1588,0.374127313
大雅區,7,135.08,6,有,840,0.769797527
東區,23,330.31,10,無,2930,0.049913306
東區,21,137.33,7,無,658,0.627312723
太平區,41,95.36,9,無,550,0.600893785
烏日區,25,119.39,7,無,600,0.64108852
南屯區,0,364.63,8,有,6000,0.730271306
北區,14,99.97,3,有,600,0.166938851
清水區,0,230.41,8,有,919,0.356256283
大雅區,5,150.78,7,有,1050,0.036449875
南區,26,117.67,7,有,640,0.657653309
北屯區,0,149.34,7,有,947,0.581750831
大肚區,0,246.46,12,無,1600,0.078400132
西屯區,0,58.9,4,無,505,0.890943527
太平區,28,158.29,8,無,475,0.991673104
北屯區,0,149.86,7,有,983,0.170705283
北屯區,0,149.86,7,有,961,0.122697048
北屯區,10,157.78,7,有,1280,0.026575235
沙鹿區,14,168.65,9,無,888,0.841971172
霧峰區,42,119.28,6,無,808,0.747608545
豐原區,12,336.9,15,無,2000,0.083245415
霧峰區,28,134.31,12,有,558,0.802511098
大肚區,0,156.81,10,無,835,0.367637096
西屯區,12,259.72,7,有,2400,0.529330715
大里區,41,128.15,12,無,2145,0.135879689
北屯區,6,261.8,11,無,2405,0.975561505
北區,29,209.67,8,有,1100,0.513013797
南屯區,4,150.52,7,有,1080,0.304245583
豐原區,1,240.39,12,無,1600,0.166585157
北屯區,3,236.15,8,有,1892,0.04568252
大肚區,0,107.03,7,有,556,0.68720866
太平區,40,104.68,7,無,580,0.484007142
沙鹿區,9,244.99,11,無,1200,0.104974374
北區,20,147.16,8,有,938,0.89864295
北屯區,31,225.03,10,無,1430,0.192309844
西屯區,15,191.11,7,有,1400,0.625745542
西區,37,81.99,5,無,450,0.878384176
西屯區,7,156.33,5,有,1020,0.205232324
大肚區,40,112.8,11,無,888,0.890010956
西屯區,1,233.21,7,有,1788,0.975804075
太平區,0,188.65,12,無,1755,0.97147744
南屯區,2,222.16,7,有,2581,0.748404153
南屯區,6,158.37,7,有,1023,0.605285196
太平區,3,162.8,7,有,900,0.996443475
南屯區,12,287.6,9,有,2950,0.900518548
豐原區,36,150.52,11,無,1030,0.609585104
西屯區,0,120.88,5,有,927,0.411866656
北區,36,117.45,7,無,615,0.286772654
豐原區,26,142.1,7,有,720,0.616221712
清水區,0,144.29,8,無,738,0.099170713
外埔區,0,57.76,5,無,220,0.976220059
西屯區,0,322.67,8,有,4768,0.463062747
龍井區,0,215.46,10,無,1050,0.828540036
豐原區,25,77.19,4,無,400,0.403767053
西屯區,31,130.58,7,無,520,0.598924535
清水區,0,198.73,8,有,766,0.259188577
北屯區,0,155.8,7,有,818,0.741376249
北屯區,11,152.74,7,有,870,0.676730918
豐原區,0,132.53,6,有,660,0.021852518
西屯區,4,266.75,8,有,2580,0.017976851
太平區,0,159.47,7,有,857,0.811593078
烏日區,0,126.93,5,有,645,0.883475612
北區,40,91.71,7,無,500,0.216000669
北屯區,23,155.97,10,無,750,0.970249584
太平區,28,107.68,7,無,505,0.450066285
太平區,0,166.22,7,有,1088,0.056059523
北屯區,0,135.85,6,有,791,0.959989635
西屯區,41,93.08,6,無,430,0.801887774
北屯區,0,178.82,7,有,1060,0.165039693
大里區,0,141.7,7,有,800,0.843667067
梧棲區,0,161.75,10,無,815,0.473514233
北屯區,6,250.02,8,有,2360,0.494548759
北屯區,2,149.26,7,有,980,0.611262613
東區,6,156.06,9,有,1180,0.34688196
西屯區,0,198,7,有,1525,0.100492388
西區,42,90.97,7,無,460,0.380987331
西屯區,22,60.87,3,無,395,0.043567551
大安區,53,79.32,4,無,530,0.388830042
北區,40,73.48,7,無,460,0.086360663
北屯區,24,136.79,8,有,650,0.781488399
西屯區,22,61.29,3,有,723,0.176308628
豐原區,34,32.68,3,無,118,0.887107023
新社區,41,94.5,7,無,470,0.810846046
后里區,0,153.96,10,無,880,0.876108305
大里區,26,103.41,7,無,435,0.943559363
南屯區,13,269.09,13,有,2580,0.595742401
太平區,41,88.4,8,無,890,0.413345357
東勢區,37,96.6,7,無,230,0.368088136
西屯區,22,65.55,5,無,430,0.668954065
大甲區,0,164.54,10,無,1300,0.936684802
大里區,0,68.83,5,無,318,0.340097934
烏日區,4,170.47,7,有,1100,0.297642443
清水區,0,169.56,8,無,762,0.066862958
南屯區,0,134.52,5,有,730,0.601117041
西屯區,13,180.34,7,有,281.0023,0.266243008
太平區,13,223.33,11,無,1100,0.761209084
豐原區,0,152.57,7,有,1022,0.266953257
南區,0,173.02,7,有,1083,0.049051415
沙鹿區,0,242.34,12,無,1500,0.483693383
大里區,6,313.3,13,無,2950,0.043561116
北屯區,26,147.95,10,無,750,0.259533059
大里區,0,112.84,6,有,576,0.003967283
大里區,0,115.71,4,有,603,0.247911952
大雅區,36,106.68,11,無,550,0.403213411
大里區,16,216.71,10,無,1820,0.069954557
大甲區,0,216.16,12,無,1400,0.75432483
南屯區,0,88.72,3,有,715,0.504909038
東區,0,148.83,7,有,889,0.415476192
大雅區,2,133.63,5,有,780,0.828576318
南區,29,272.1,15,無,1400,0.609999709
北屯區,19,219.44,10,無,1965,0.039394668
西區,24,81.13,4,有,572,0.753575495
南屯區,25,131.91,7,有,695,0.035178422
龍井區,25,303.36,26,無,1000,0.411075899
北屯區,34,83.09,7,無,420,0.163579276
西區,21,167.95,8,有,998,0.825314269
北區,1,107.38,4,有,730,0.43866698
南屯區,26,149.77,8,有,942,0.155036826
新社區,2,220.03,10,無,1270,0.911801064
太平區,3,148.44,7,有,829,0.335106046
南屯區,0,106.2,4,有,858,0.490252095
清水區,0,203.88,8,有,855,0.93512534
北屯區,17,177.59,11,無,1350,0.87001721
潭子區,0,160.27,7,有,1040,0.558528917
太平區,28,204.71,14,無,1550,0.151763862
大里區,3,179.78,7,有,1158,0.478562182
西屯區,0,121.33,5,有,937,0.65551334
太平區,0,153.09,7,有,809,0.782011248
沙鹿區,17,146.07,10,無,1520,0.486625372
大甲區,0,190.73,12,無,1350,0.696909418
北區,26,168.9,8,有,747,0.98390007
龍井區,1,223.1,10,無,1566,0.234617544
南區,0,163.78,7,有,1059,0.691783529
烏日區,7,144.52,6,有,745,0.451973662
太平區,6,104.28,5,有,700,0.299602631
西屯區,27,31.22,3,無,175,0.420061643
南屯區,1,162.99,7,有,1450,0.853441594
南區,14,85.37,3,無,412,0.99229467
沙鹿區,0,98.44,5,有,425,0.293685001
北屯區,28,120,7,有,680,0.668804171
西屯區,12,202.97,8,有,1420,0.166539846
南屯區,27,115.75,7,有,632,0.885392923
大雅區,4,139.98,5,有,688,0.691163554
北屯區,10,468.63,15,無,3680,0.590453526
西屯區,1,94.86,3,有,738,0.579128435
南區,27,103.45,6,無,547,0.331273568
神岡區,8,196.26,12,無,1215,0.099165593
大雅區,14,206.51,10,無,1050,0.473462656
大里區,1,162.13,7,有,938,0.673184252
清水區,0,131.73,8,無,830,0.456838723
北區,61,34.46,3,無,1000,0.986536456
西區,13,184.84,7,有,1573,0.397807146
西屯區,37,204.94,10,無,1650,0.934246538
北屯區,0,166.46,7,有,1021,0.65070378
梧棲區,22,99.26,7,無,338,0.460383453
大里區,1,125.34,5,有,580,0.7797655
大里區,39,184.36,9,無,990,0.110006457
南屯區,8,88.85,5,無,575,0.157235798
南屯區,0,140.76,6,有,800,0.123326897
南區,0,173.02,7,有,1132,0.306584268
南屯區,1,209.52,7,有,1730,0.350600228
