區域,屋齡,建坪,間數,車位,總價(萬),亂數排列
沙鹿區,8,188.7,12,無,1200,0.023542559
清水區,0,203.88,8,有,833,0.287234649
沙鹿區,0,147.33,7,有,647,0.049279991
南屯區,0,131.55,6,有,738,0.879695832
南屯區,2,229.45,7,有,2147,0.360350244
烏日區,0,181.99,8,有,1070,0.415803719
北屯區,6,247.41,12,無,2100,0.392182606
太平區,34,110.79,7,無,1135,0.219838812
清水區,0,151.93,7,無,655,0.788922294
南屯區,1,342.44,9,有,3893,0.223106585
西屯區,2,109.98,4,有,860,0.288562054
南區,40,150.54,12,無,1375,0.406728157
西屯區,4,276.74,8,有,2050,0.27375764
東區,38,97.76,7,無,267,0.735138163
烏日區,3,161.82,6,有,845,0.24305447
西屯區,0,132.81,6,有,1050,0.462869163
大肚區,27,99.34,7,無,320,0.980195878
北區,0,157.6,7,有,1045,0.171420748
大雅區,0,123.54,7,無,888,0.260963312
北區,28,27.5,3,無,150,0.154441991
霧峰區,25,285.51,11,無,1000,0.478704711
大雅區,1,151.06,12,無,1120,0.690196759
霧峰區,24,174.21,11,無,705,0.735102321
北屯區,9,225.55,12,無,2220,0.075740555
大雅區,0,160.2,12,無,1940,0.807140385
北屯區,0,150.2,7,有,1050,0.681868538
西屯區,29,91.73,6,無,500,0.371480554
西屯區,14,57.11,3,無,486,0.136668378
西區,37,127.83,7,無,600,0.385900713
南區,25,110.78,7,無,560,0.854530562
神岡區,0,168.84,10,無,1100,0.058549446
龍井區,27,274.34,12,無,763,0.631876524
北屯區,36,164.09,8,無,1070,0.993198908
北屯區,28,244.16,7,有,1100,0.915188202
西屯區,6,268.22,8,有,2188,0.446809061
西屯區,0,58.9,4,無,498,0.475767366
西屯區,10,87.1,4,有,766,0.486138378
大里區,28,145.81,9,無,538,0.465440053
太平區,38,102.51,7,無,590,0.26561431
大里區,1,153.99,7,有,1057,0.634777276
南屯區,16,127.28,5,有,1000,0.489670812
大里區,0,114.03,5,有,590,0.988624074
南屯區,1,337.4,12,有,4000,0.60805904
龍井區,15,255.48,11,無,1550,0.875647335
南屯區,0,108.12,4,有,590,0.779619355
南區,25,161.49,8,有,810,0.318616631
龍井區,1,158.19,7,有,767,0.74607942
北區,1,296.51,9,有,2353,0.356004425
西屯區,27,209.7,9,有,888,0.612153001
西區,25,36.11,3,無,178,0.54731666
豐原區,0,114.38,4,有,587,0.280834794
清水區,3,130.74,4,有,515,0.821294477
北屯區,0,149.94,7,有,931,0.299712405
北屯區,16,373.38,12,無,1788,0.699194369
南屯區,2,142.02,7,有,1180,0.523287314
西屯區,3,173.84,7,有,1380,0.466495145
太平區,28,132.71,4,有,540,0.493272412
豐原區,0,101.38,7,有,717,0.615859082
大里區,0,331.87,14,無,2350,0.085212255
大里區,0,101.26,4,有,733,0.709712466
北屯區,0,156.72,7,有,958,0.386111924
烏日區,4,132.37,12,無,1110,0.336440521
龍井區,9,150.76,9,無,968,0.745219639
北區,37,247.9,38,無,2588,0.060870901
太平區,0,142.63,7,有,833,0.519027545
豐原區,0,134.49,7,有,668,0.182448688
南屯區,0,136.92,6,有,838,0.439237337
北屯區,0,126.27,5,有,698,0.258574718
西屯區,0,55.54,3,無,482,0.480632954
大里區,40,142.6,12,無,1275,0.267526633
西屯區,33,208.49,8,無,633.64,0.51255263
西屯區,7,155.74,7,有,1150,0.260886732
西屯區,37,73.14,6,無,400,0.783129273
西屯區,0,126.63,5,有,978,0.071021317
南屯區,0,108.12,4,有,582,0.532168826
清水區,0,203.88,8,有,835,0.638482605
豐原區,6,158.97,9,無,1270,0.403011717
太平區,0,173.21,7,有,1188,0.833506915
大里區,1,154.47,7,有,950,0.932515418
大里區,6,207.02,8,有,1100,0.59373012
北屯區,0,155.8,7,有,968,0.573139571
南屯區,21,222.18,7,有,1505,0.876000111
大里區,0,96.53,5,有,408,0.120789333
烏日區,0,151.71,7,有,760,0.320774845
西屯區,0,227.41,8,有,1725,0.536061517
梧棲區,0,181.24,11,無,835,0.292226916
潭子區,28,221.62,10,無,1500,0.060099601
南屯區,0,257.15,8,有,2557,0.971569444
大里區,2,155.97,7,有,960,0.161505778
清水區,0,157.65,7,有,636,0.045459917
南屯區,26,153.77,7,有,1025,0.719055727
太平區,36,109.98,8,無,800,0.631000492
西區,33,98.46,7,無,550,0.561317061
西屯區,0,195.24,7,有,1380,0.960400595
北區,0,81.89,9,無,178.475,0.899997208
梧棲區,2,261.59,8,有,856.51,0.712875852
南屯區,26,147.9,8,有,680,0.844034611
南區,26,101.08,6,無,480,0.42512057
北區,25,31.33,3,無,156,0.457844001
北屯區,29,180.91,8,有,820,0.797203444
中區,38,29.8,3,無,180,0.146292063
西區,0,54,5,無,900,0.427733907
南區,24,25.44,3,無,135,0.554450712
潭子區,29,91.9,6,無,460,0.929078456
西屯區,23,108.62,7,無,563,0.706042493
南屯區,2,314.75,7,有,3466,0.295940815
南屯區,25,126.28,7,無,606,0.389089843
中區,24,33.75,4,無,170,0.996628286
南屯區,0,107.05,5,有,1049,0.32850313
北區,35,86.99,6,無,430,0.788201694
大雅區,18,189.43,10,無,1000,0.706636881
大里區,2,123.16,5,有,600,0.800166556
烏日區,6,156.24,6,有,765,0.864316909
北區,27,56.34,3,有,250,0.51821825
南屯區,0,155.89,7,有,953,0.241265194
霧峰區,25,141.05,7,有,665,0.039359108
神岡區,9,232.73,10,無,2130,0.90406318
東區,9,165.39,7,有,1020,0.912346037
西屯區,13,65.9,4,無,550,0.455695671
太平區,0,180.27,10,無,1310,0.58256544
西屯區,27,58.77,9,無,336,0.923065812
沙鹿區,0,194.77,10,無,988,0.221145043
豐原區,0,132.53,6,有,650,0.096768578
北屯區,48,66.56,7,無,1258,0.24130301
北區,28,35.23,3,無,196,0.975757229
大肚區,15,177.41,9,無,938,0.176375834
北屯區,0,149.86,7,有,996,0.810954076
南區,9,116.3,5,有,840,0.652608514
豐原區,27,124.28,7,無,620,0.48895323
北屯區,26,112.74,7,無,250,0.106545694
北屯區,4,259.57,8,有,1420,0.945874983
西屯區,4,305.28,4,有,2977,0.794515169
北區,4,162.05,7,有,1210,0.672457565
大里區,5,124.95,5,有,668,0.714594677
潭子區,0,99.76,5,無,655,0.508036683
東區,8,138.5,5,有,800,0.213397777
龍井區,39,72.89,6,無,313,0.834564899
大里區,35,162.56,13,無,2050,0.70159106
沙鹿區,0,98.44,5,有,465,0.63383225
西屯區,27,69.15,6,無,350,0.543765111
大里區,0,77.02,5,無,402,0.807029742
北屯區,0,124.31,4,有,838,0.434648071
南屯區,30,162.38,8,無,896,0.365390717
西區,30,39.81,3,無,184,0.856503221
西區,0,170.74,7,有,1325,0.029061104
神岡區,4,250.36,12,無,2780,0.898883148
西屯區,0,155.6,7,有,1225,0.629124828
北屯區,28,102.59,6,無,520,0.271069975
大里區,0,199.64,12,無,1720,0.553670853
龍井區,1,160.66,10,無,1060,0.642708113
石岡區,43,112.62,7,無,268.8888,0.910876319
沙鹿區,0,120.91,5,有,560,0.032049796
北屯區,0,166.4,7,有,1202,0.062297415
大肚區,40,75.6,9,無,448,0.850072961
西屯區,24,108.72,4,無,910,0.745524506
北區,39,57.34,6,無,375,0.839544074
太平區,15,197.4,8,無,210,0.333992423
大肚區,39,160.74,12,無,850,0.642188058
南屯區,0,110.74,5,有,1085,0.966604244
南區,52,89.39,7,無,715,0.785190295
清水區,0,185.12,7,有,645,0.605454668
大里區,39,84.12,9,無,750,0.854521483
西屯區,0,163.08,7,有,1345,0.609513291
南屯區,15,33.13,3,無,305,0.647032424
大雅區,1,151.06,12,無,1100,0.905170863
太平區,30,90.8,7,有,400,0.343998874
南屯區,1,230.87,7,有,2136,0.723611473
沙鹿區,43,56.53,5,無,462.5,0.459697624
北屯區,9,181.42,8,無,1480,0.393067628
大里區,26,108.79,6,無,430,0.504596905
西屯區,27,160,7,有,730,0.371347681
烏日區,0,167.89,7,有,1040,0.289688443
大雅區,41,124.68,8,無,1100,0.403677027
西屯區,14,171.44,8,有,1145,0.174980161
神岡區,0,154.16,10,無,1070,0.407555256
沙鹿區,8,186.04,12,無,1390,0.264741153
北區,27,116.81,7,無,540,0.401696958
北屯區,28,141.42,7,有,612,0.87216225
大里區,39,156.38,11,無,2300,0.830767226
龍井區,0,172.02,9,無,985,0.805490688
北區,23,141.45,8,有,759,0.322145578
清水區,0,180.57,7,有,746,0.118733979
外埔區,3,233.62,11,無,988,0.59510636
大里區,0,126.19,5,有,660,0.899049698
北屯區,1,366.8,15,無,3100,0.964315126
南屯區,0,99.21,5,有,1168,0.593250473
北屯區,0,124.31,5,有,788,0.580373565
西屯區,0,302.12,11,無,3890,0.756847828
東區,33,90.3,6,無,328,0.036275689
大甲區,0,116.39,8,無,510,0.537938364
清水區,0,103.28,4,有,461,0.783294277
大肚區,0,119.79,5,有,666,0.517978672
西屯區,1,134.45,7,有,1038,0.639247263
北屯區,0,93.77,24,無,507,0.855073483
東區,0,162.39,6,有,925,0.65519142
豐原區,0,162.12,6,有,1028,0.438131589
北屯區,29,89.07,7,無,415,0.809423757
西屯區,13,222.69,7,有,1730,0.870110831
北屯區,6,297.1,12,無,2700,0.37453257
南屯區,0,139.68,6,有,878,0.474662361
烏日區,0,155.23,7,有,830,0.487970515
清水區,0,111.82,5,有,445,0.242712283
西屯區,1,124.07,5,有,1048,0.16881037
清水區,0,235.57,8,有,975,0.237289415
北屯區,0,126.21,5,有,690,0.370606892
潭子區,39,131.53,8,無,820,0.923951005
西屯區,25,96.61,7,無,556,0.429283594
西屯區,26,100.94,7,無,636,0.310757041
烏日區,6,223.79,8,有,1168,0.844487188
北屯區,5,117.19,5,有,850,0.735886309
西屯區,0,120.54,5,有,910,0.380408505
清水區,0,180.49,10,無,830,0.307669054
外埔區,39,92.4,6,無,330,0.935455681
北屯區,26,96,9,無,650,0.1849794
大里區,0,119.24,5,有,674,0.649685322
北區,0,173.69,7,有,1220,0.327403193
豐原區,5,343.11,12,有,2350,0.632248353
北屯區,29,111.77,7,有,650,0.985423591
清水區,2,161.83,12,無,810,0.043348397
南屯區,0,113.91,5,有,620,0.678158793
大甲區,25,106.97,6,有,350,0.33568715
北屯區,0,160.66,7,有,1392,0.841502186
北區,35,213.79,10,無,1650,0.557816718
北屯區,0,123.58,5,有,650,0.069753055
北區,40,89.57,7,無,380,0.004086174
大里區,32,100.2,4,無,880,0.297061464
霧峰區,27,159.73,7,有,520,0.472964038
東勢區,41,101.69,8,無,60,0.80930864
清水區,0,153.21,7,有,550,0.045535166
北屯區,13,161.61,9,無,1045,0.4259578
北屯區,0,107.1,7,無,550,0.578635214
沙鹿區,0,155.02,10,無,980,0.502755595
南屯區,0,185.48,7,有,1834,0.715194047
南屯區,24,130.22,7,有,888,0.449418269
西屯區,0,180.47,7,有,1250,0.026124298
北屯區,0,224.75,8,有,1478,0.141781564
大里區,0,83.16,4,有,600,0.015777179
南區,1,68.52,4,有,648,0.909440039
北屯區,1,174.47,7,有,1344,0.144942802
豐原區,29,187.92,8,有,730,0.738052989
大雅區,26,108.46,7,無,500,0.681686604
西屯區,0,195.86,8,有,1603,0.419715555
豐原區,0,157.34,6,有,927,0.044885329
西屯區,26,47.12,3,無,228,0.932601301
北區,31,44.95,3,無,250,0.693535298
大雅區,39,125.19,9,無,1050,0.105086796
北屯區,0,169.82,7,有,1267,0.679587491
西屯區,38,85.78,6,無,398,0.764712656
西屯區,34,53.55,7,無,570,0.720256306
東區,27,68.48,9,無,520,0.930517144
北屯區,0,135.22,6,有,736,0.580472195
大甲區,61,361.06,5,無,9200,0.912559415
清水區,0,140.81,5,有,515,0.818785544
大里區,2,110.9,5,有,660,0.415306275
南屯區,0,60.88,3,無,589,0.563193787
南屯區,25,126.95,7,有,820,0.256725981
烏日區,0,172.29,8,有,958,0.426827615
大甲區,0,120.16,10,無,450,0.565263126
大雅區,13,219.93,10,無,1220,0.035074692
南區,7,154.16,7,有,1308,0.79713306
太平區,0,155.73,7,有,916,0.486454407
潭子區,0,248.66,7,有,1440,0.16454411
西區,35,80.36,6,無,526.8,0.259758915
南區,23,101.32,7,無,460,0.827666501
南屯區,0,201.47,8,有,1109,0.868289939
大雅區,0,158.41,10,無,1188,0.38805726
北屯區,0,82.54,6,無,520,0.278243282
大雅區,27,120.64,9,無,990,0.247222747
南屯區,3,335.42,9,有,5100,0.893906877
南屯區,7,127.71,6,有,865,0.040292828
南區,1,184.75,7,有,1270,0.7428681
南屯區,26,178.46,5,有,1100,0.217500418
西屯區,6,220.19,7,有,1708,0.977082116
北區,37,98.74,5,無,460,0.898405903
北區,11,98.62,3,有,642,0.904987906
南區,0,120.84,5,有,710,0.879800684
南屯區,0,246.7,8,有,2337,0.770481987
南屯區,0,131.55,6,有,735,0.912924446
南區,8,113.05,5,有,710,0.544535188
東勢區,3,79.36,3,無,400,0.579106396
大里區,28,134.43,6,無,550,0.184402164
南區,39,50.03,5,無,340,0.214515522
大雅區,25,111.69,7,有,625,0.962675103
外埔區,0,113.09,5,無,458,0.130368496
大里區,0,167.66,7,有,955,0.436434561
北區,25,124.84,7,有,870,0.19614895
北屯區,0,147.54,6,有,900,0.725840013
清水區,4,325.98,12,無,2260,0.90588893
沙鹿區,0,174.12,10,無,900,0.921129328
沙鹿區,4,241.87,11,無,1605,0.585143782
大里區,0,159.62,7,有,1280,0.212692691
北屯區,9,197.83,7,有,1550,0.464567781
北屯區,49,56.99,6,無,820,0.102731826
潭子區,24,109.33,7,無,539,0.655169022
北屯區,28,142.96,7,有,820,0.810853555
大里區,5,144.95,7,有,630,0.734423426
西區,26,108.68,7,有,800,0.036044738
梧棲區,1,258.52,10,無,1580,0.990390505
潭子區,44,52.12,7,無,550,0.31076122
北屯區,27,114.28,6,無,520,0.915249851
西屯區,1,118.28,4,有,1065,0.981766511
太平區,0,202.02,6,有,1200,0.885728755
太平區,0,186.91,7,有,930,0.003580207
西屯區,21,87.36,5,有,576,0.987815307
南區,9,165.62,7,有,1150,0.849702481
南區,0,173.02,7,有,1095,0.477262062
北屯區,0,156.41,7,有,999,0.826216636
南屯區,9,308.75,10,無,2090,0.651082961
外埔區,40,116.56,7,無,150,0.908419347
清水區,0,287.84,12,無,1800,0.265924336
北屯區,10,279.09,8,有,1900,0.020292855
烏日區,0,242.85,13,無,1800,0.671913198
梧棲區,1,245.39,12,無,1520,0.42465243
西屯區,10,171.76,7,有,1238,0.767794027
龍井區,1,178.84,10,無,970,0.6721382
潭子區,49,67.66,8,無,329,0.155266489
豐原區,0,105.79,5,有,515,0.929553101
大里區,27,69.12,5,無,330,0.498915362
北屯區,25,52.45,3,無,275,0.821072401
北屯區,4,166.43,7,有,925,0.496556416
西區,47,137.76,11,無,2500,0.378690734
西區,13,201.14,8,有,1335,0.944231841
豐原區,0,121.15,6,有,770,0.633143635
太平區,0,164.67,6,有,1010,0.374806035
豐原區,0,120,4,有,670,0.575266326
清水區,0,111.87,5,有,438,0.095495136
神岡區,24,190.93,8,無,680,0.973358181
西屯區,0,123.05,5,有,1080,0.980853391
大里區,43,129.36,10,無,815,0.835125727
西區,40,139.83,7,無,600,0.458117853
太平區,23,93.37,5,有,478,0.934904594
大里區,44,87.36,5,無,720,0.534858007
東區,26,107.52,7,無,430,0.117610644
太平區,8,254.94,9,無,1888,0.524332617
北區,7,299.77,8,有,3130,0.125356583
大里區,0,119.8,5,有,750,0.584324696
大里區,41,66.95,6,無,306,0.161062256
西屯區,7,158.23,7,有,1235,0.321877618
梧棲區,0,201.63,10,無,1160,0.914096773
潭子區,14,121.25,7,有,730,0.774972861
南屯區,5,134.33,5,有,785,0.395062158
南屯區,7,114.62,6,有,772,0.241009677
大里區,0,121.69,5,有,681,4.7638E-05
北屯區,0,223.33,8,有,1605,0.94912637
清水區,0,138.15,5,有,558,0.838186609
南屯區,25,48.74,3,無,223,0.202494398
北屯區,24,102.12,7,無,650,0.936451381
太平區,30,163.09,7,有,500,0.304750493
北屯區,30,127.3,7,有,735,0.5381261
東勢區,43,102.96,8,無,355,0.79561209
北屯區,0,170.47,7,有,1149,0.241021844
大里區,45,142.16,10,無,253.092,0.696094577
大里區,0,163.91,7,有,950,0.427354359
北屯區,4,158.59,7,有,930,0.708693114
西屯區,17,167.57,11,無,1570,0.943205266
西區,41,78.95,6,無,550,0.588100317
烏日區,0,123.72,6,有,605,0.275881997
南區,37,52.1,5,無,318,0.102859215
北屯區,25,112.88,7,有,542,0.383494988
北區,38,80.46,6,無,310,0.363575222
北屯區,0,158,7,有,1098,0.642640723
北屯區,27,152.88,7,有,910,0.357285302
北屯區,3,269.25,13,無,2860,0.123622176
大雅區,0,201.42,11,無,1590,0.170844277
北屯區,0,155.38,7,有,855,0.628890775
龍井區,28,114.68,7,無,482,0.347008369
潭子區,26,116.54,6,有,439,0.046555594
大里區,0,170.55,11,有,978,0.701098201
大里區,23,162.97,9,無,950,0.664524
南屯區,26,129.43,7,有,840,0.22974912
西屯區,24,86.31,8,無,360,0.360178496
西屯區,8,297.29,9,有,2780,0.512874451
清水區,0,157.65,7,有,621,0.342543039
北屯區,1,265.63,8,有,2420,0.546731843
北屯區,35,137.13,8,無,1402,0.383606039
西屯區,0,195.86,8,有,1620,0.637094736
沙鹿區,1,79.73,4,無,439,0.668840279
南區,0,169.35,7,有,1072,0.39690378
霧峰區,26,102.2,4,無,345,0.382395967
北區,29,143.62,7,有,650,0.262142175
北屯區,47,53.19,6,無,350,0.523309881
烏日區,0,181.43,11,無,1350,0.236217556
沙鹿區,1,161.07,7,有,850,0.530773755
豐原區,29,108.76,7,有,626,0.378749581
西區,26,23.74,3,無,140,0.826665905
西屯區,6,331.32,9,有,2150,0.915204587
北屯區,28,117.44,7,無,620,0.935842499
潭子區,31,123.72,8,無,600,0.242633796
東區,0,86.96,5,無,633,0.989027745
南區,28,25.98,3,無,147,0.282908797
南屯區,0,108.12,4,有,600,0.779095859
北屯區,0,171.16,7,有,1268,0.087385745
沙鹿區,26,168.19,10,無,736,0.251188182
大里區,0,153.19,7,有,850,0.00506402
西屯區,21,108.16,6,無,680,0.451671271
南區,28,107.15,7,無,570,0.286769521
烏日區,0,165.67,8,有,858,0.919683357
烏日區,0,158.66,7,有,843,0.685268268
西屯區,26,111.87,6,無,660,0.338560114
北屯區,0,200.11,7,有,1066,0.127201092
北屯區,2,164.43,7,有,1050,0.33309051
大里區,47,100.8,8,無,672,0.665176927
烏日區,24,158.73,10,無,716,0.052608795
豐原區,32,289.29,14,無,1800,0.700943682
豐原區,0,182.89,12,無,1375,0.898669802
北屯區,12,190.12,9,無,1650,0.983154703
潭子區,24,111.48,6,有,510,0.688894011
南屯區,26,194.78,9,有,1015,0.081794777
沙鹿區,1,215.58,12,無,1652,0.057251199
東區,1,230.39,12,無,2198,0.196879958
中區,38,61.02,4,無,330,0.581898714
北區,38,78.91,6,無,370,0.136983893
西屯區,25,269.87,11,無,4100,0.092650924
西屯區,26,21.59,3,無,65,0.703680705
清水區,0,158.87,7,有,618,0.273188463
北屯區,26,105.6,7,無,535,0.195136508
北屯區,6,196.34,7,有,1380,0.305475362
南屯區,0,107.66,4,有,570,0.789431999
太平區,29,145.15,7,有,670,0.760239934
西屯區,11,143.89,7,有,1300,0.360822994
西屯區,8,168.8,7,有,1225,0.395172332
大肚區,0,115.87,5,有,650,0.791008652
南屯區,0,123.87,4,有,1090,0.268311502
北屯區,2,463.55,15,有,4758,0.645524434
大雅區,0,169.95,10,無,1156,0.428738796
北屯區,0,167.01,7,有,1184,0.999417245
西屯區,25,120.51,7,有,838,0.890934239
東區,0,118.57,4,有,568,0.885624385
沙鹿區,6,127,4,有,599,0.550979897
神岡區,0,191.8,11,無,1610,0.836160968
清水區,0,120.89,5,有,425,0.039347434
梧棲區,23,130.47,6,有,388,0.684165785
南屯區,0,136.92,6,有,758,0.076041501
西屯區,26,76.98,5,無,450,0.813281454
西屯區,0,132.14,6,有,1005,0.858420493
大甲區,0,109.39,7,有,588,0.039835761
太平區,12,14.35,3,無,102,0.860564161
大雅區,28,90.98,7,無,345,0.996443921
西區,22,228.94,8,有,1904,0.524462584
沙鹿區,0,87.75,5,有,386,0.43460923
大肚區,0,120.46,5,有,665,0.83334477
太平區,27,126.58,7,有,590,0.389553655
西屯區,7,133.73,6,有,950,0.39561786
烏日區,0,122.27,5,有,598,0.282706222
西區,22,159.1,7,有,1065,0.004434047
北區,18,115.88,7,無,680,0.548754163
大里區,1,245.38,11,無,1900,0.794671179
太平區,0,156.71,10,無,1088,0.946005329
北屯區,0,158.41,7,有,1088,0.940978329
西區,37,87.31,7,無,508,0.070111084
西屯區,10,87.1,5,有,720,0.51834634
南屯區,0,133.62,6,有,732,0.901773868
豐原區,0,128.29,7,有,630,0.156542484
烏日區,0,156.58,7,有,803,0.918720363
后里區,43,103.44,7,無,420,0.484034033
北屯區,6,226.4,8,有,1282,0.964623016
大里區,1,166.76,10,無,1000,0.059183387
北區,35,88.88,6,無,518,0.87051149
西屯區,0,177.61,7,有,1200,0.631500249
北區,8,156.22,10,無,1600,0.363102244
南區,0,155.89,7,有,925,0.843153061
后里區,0,155.85,8,無,860,0.930368669
北屯區,2,169.37,7,有,1280,0.016968616
大里區,6,164.98,7,有,920,0.64891236
北屯區,4,198.71,7,有,1020,0.52751609
南屯區,0,125.18,5,有,988,0.471391951
東區,0,210.05,7,有,1400,0.309490445
南屯區,2,201.06,7,有,1993,0.540616953
北區,38,98.61,7,無,465,0.795248307
西屯區,14,87.71,4,無,728,0.722224176
龍井區,1,150.14,10,無,1080,0.748253943
北屯區,0,149.94,7,有,924,0.467127142
北區,31,67.98,7,無,275.9545,0.560810189
烏日區,0,127.06,6,有,631,0.984943272
南區,4,163.43,7,有,1460,0.850724143
沙鹿區,40,94.88,6,無,480,0.722019156
北屯區,0,151.02,7,有,896,0.936311328
沙鹿區,2,187.83,12,無,1590,0.650820803
龍井區,0,181.94,10,無,920,0.805193277
大里區,24,121.28,8,有,590,0.064793848
沙鹿區,0,213.54,10,無,1320,0.768154461
西屯區,14,129.34,7,有,1080,0.6007341
北屯區,0,133.52,6,有,743,0.167663403
南屯區,2,388.39,9,有,4268,0.520531034
大肚區,0,189.17,10,無,800,0.782826972
豐原區,0,207.23,12,無,1360,0.770415975
